name_with_owner,name,date,release_date,release_name,release_url
apache/incubator-toree,v0.5.0-incubating-rc4,2021-09-07 03:54:38+00:00,,,
apache/shindig,shindig-project-2.5.2,2014-11-11 01:17:35+00:00,,,
apache/skywalking-kubernetes-event-exporter,,,,,
apache/camel-karavan,,,,,
apache/incubator-shenyu-sdk,,,,,
apache/systemds,2.2.1-rc3,2021-11-26 10:59:17+00:00,2021-11-26 10:59:58+00:00,Release 2.2.1,https://github.com/apache/systemds/releases/tag/2.2.1-rc3
apache/infrastructure-jenkins,0.7-snapshot,2021-07-15 07:04:39+00:00,,,
apache/nutch,release-1.18,2021-01-19 23:33:48+00:00,,,
apache/cordova-ios,6.2.0,2021-02-01 16:25:38+00:00,,,
apache/treasurer-site,,,,,
apache/knox,v1.6.1-release,2021-12-14 17:57:02+00:00,,,
apache/camel-quarkus,2.7.0,2022-01-28 07:56:16+00:00,2022-01-28 07:56:38+00:00,2.7.0,https://github.com/apache/camel-quarkus/releases/tag/2.7.0
apache/maven-surefire,surefire-3.0.0-M5,2020-06-10 18:16:36+00:00,,,
apache/tika-docker,,,,,
apache/servicecomb-toolkit,0.2.0,2019-12-30 08:29:12+00:00,2019-12-30 08:29:12+00:00,ServiceComb Toolkit 0.2.0,https://github.com/apache/servicecomb-toolkit/releases/tag/0.2.0
apache/aurora,rel/0.22.0,2019-12-13 00:53:15+00:00,,,
apache/cordova-docs,5.1.1-ru,2015-06-25 22:13:26+00:00,,,
apache/cordova-plugin-device,2.0.3,2019-06-14 16:47:21+00:00,,,
apache/cordova-plugin-inappbrowser,5.0.0,2021-02-10 16:56:58+00:00,,,
apache/parquet-testing,,,,,
apache/uima-uimaj-io-jsoncas,,,,,
apache/hop-website,,,,,
apache/parquet-format,apache-parquet-format-2.9.0,,,,
apache/incubator-crail,v1.2,2019-12-03 13:36:25+00:00,,,
apache/ranger,release-ranger-2.2.0,2021-10-23 00:10:51+00:00,,,
apache/freemarker,v2.3.31,2021-02-09 21:31:04+00:00,,,
apache/skywalking-client-js,v0.7.0,2021-10-08 07:38:43+00:00,2021-10-08 07:38:43+00:00,0.7.0,https://github.com/apache/skywalking-client-js/releases/tag/v0.7.0
apache/rocketmq-client-cpp,v5.0-preview,2021-10-28 05:11:57+00:00,2020-03-19 12:48:31+00:00,rocketmq-client-cpp-2.1.0,https://github.com/apache/rocketmq-client-cpp/releases/tag/2.1.0
apache/maven-enforcer,enforcer-3.0.0,2021-07-26 21:04:30+00:00,,,
apache/camel-spring-boot,camel-spring-boot-3.15.0,2022-01-31 17:21:29+00:00,,,
apache/camel-karaf,camel-karaf-3.15.0,2022-01-31 19:07:20+00:00,,,
apache/commons-pool,rel/commons-pool-2.11.1,2021-08-14 13:42:35+00:00,,,
apache/shardingsphere-externals,,,,,
apache/rocketmq-streams,rocketmq-streams-1.0.0-preview,2022-01-18 04:52:30+00:00,2022-01-18 04:52:44+00:00,rocketmq-streams-1.0.0-preview,https://github.com/apache/rocketmq-streams/releases/tag/rocketmq-streams-1.0.0-preview
apache/incubator-seatunnel-website,,,,,
apache/struts,STRUTS_6_0_0_RC2,2022-01-29 16:36:26+00:00,2022-01-29 16:36:30+00:00,Struts 6.0.0-RC2,https://github.com/apache/struts/releases/tag/STRUTS_6_0_0_RC2
apache/apisix-dashboard,v2.10.1,2021-12-20 07:55:17+00:00,2021-12-20 07:55:17+00:00,apisix-dashboard-2.10.1,https://github.com/apache/apisix-dashboard/releases/tag/v2.10.1
apache/chukwa,chukwa-0.8.0,2016-06-21 06:24:14+00:00,,,
apache/rocketmq-eventbridge,,,,,
apache/commons-io,rel/commons-io-2.11.0,2021-07-09 22:47:41+00:00,,,
apache/roller,roller-6.0.2,2021-10-04 19:35:10+00:00,,,
apache/logging-log4j-tools,,,,,
apache/flink-web,,,,,
apache/clerezza,jaxrs.rdf.providers-2.0.0,2020-10-02 07:00:57+00:00,,,
apache/skywalking-website,,,,,
apache/sling-whiteboard,,,,,
apache/cordova-plugin-whitelist,1.3.5,2021-06-28 14:57:49+00:00,,,
apache/skywalking-nodejs,v0.3.0,2021-05-25 01:45:57+00:00,2021-05-25 02:04:29+00:00,0.3.0,https://github.com/apache/skywalking-nodejs/releases/tag/v0.3.0
apache/struts-examples,examples-1.1,2019-12-13 05:38:31+00:00,,,
apache/incubator-teaclave-trustzone-sdk,v0.2.0-rc.1,2021-11-24 00:14:00+00:00,2021-06-04 18:02:18+00:00,Apache Teaclave TrustZone SDK (incubating) v0.1.0,https://github.com/apache/incubator-teaclave-trustzone-sdk/releases/tag/v0.1.0
apache/groovy-website,,,,,
apache/pulsar-helm-chart,pulsar-2.7.11,2022-02-04 08:41:10+00:00,2022-02-04 08:41:10+00:00,pulsar-2.7.11,https://github.com/apache/pulsar-helm-chart/releases/tag/pulsar-2.7.11
apache/camel-website-pub,,,,,
apache/ignite-nodejs-thin-client,,,,,
apache/incubator-retired-edgent,edgent-1.2.0,2017-12-01 08:54:11+00:00,,,
apache/arrow-cookbook,,,,,
apache/logging-log4net,rel/2.0.14,2021-12-19 21:40:16+00:00,2021-12-19 21:40:16+00:00,2.0.14,https://github.com/apache/logging-log4net/releases/tag/rel%2F2.0.14
apache/openwhisk-runtime-go,1.16@1.18.0,2021-07-28 20:02:21+00:00,2021-08-01 19:53:57+00:00,1.18.0,https://github.com/apache/openwhisk-runtime-go/releases/tag/1.16%401.18.0
apache/incubator-streampipes,release/0.68.0,2021-07-05 18:49:51+00:00,2021-07-05 18:50:08+00:00,0.68.0,https://github.com/apache/incubator-streampipes/releases/tag/release%2F0.68.0
apache/flink-docker,,,,,
apache/commons-csv,rel/commons-csv-1.9.0,2021-07-24 15:37:51+00:00,,,
apache/nano,v6.2.0,2015-10-22 06:40:05+00:00,2015-06-29 09:25:03+00:00,,https://github.com/apache/nano/releases/tag/v6.1.4
apache/flink-playgrounds,,,,,
apache/dubbo-website,,,,,
apache/datasketches-characterization,,,,,
apache/iceberg-docs,,,,,
apache/beam-starter-scala,,,,,
apache/beam-starter-kotlin,,,,,
apache/beam-starter-go,,,,,
apache/beam-starter-python,,,,,
apache/beam-starter-java,,,,,
apache/guacamole-website,,,,,
apache/incubator-tuweni,v2.1.0-incubating-rc,2022-01-13 06:08:49+00:00,2022-01-13 06:36:05+00:00,Apache Tuweni 2.1.0 (incubating),https://github.com/apache/incubator-tuweni/releases/tag/v2.1.0-incubating
apache/cordova-common,4.0.2,2020-07-01 08:09:35+00:00,,,
apache/apisix-helm-chart,apisix-0.8.2,2022-02-11 06:44:49+00:00,2022-02-11 06:44:49+00:00,apisix-0.8.2,https://github.com/apache/apisix-helm-chart/releases/tag/apisix-0.8.2
apache/commons-text,rel/commons-text-1.9,2020-07-21 20:25:03+00:00,,,
apache/commons-cli,commons-cli-1.5.0,2021-10-23 21:41:15+00:00,,,
apache/dubbo-docs,,,,,
apache/aries-component-dsl,org.apache.aries.component-dsl.parent-1.2.2,2019-09-17 12:40:31+00:00,,,
apache/felix-dev,org.apache.felix.scr-2.2.0,2022-02-01 19:28:21+00:00,,,
apache/maven-site,,,,,
apache/nifi-minifi-cpp,rel/minifi-cpp-0.11.0,2021-12-01 13:26:13+00:00,,,
apache/cordova-plugin-media-capture,3.0.3,2019-06-28 21:42:23+00:00,,,
apache/apisix-java-plugin-runner,0.2.0,2022-01-12 03:09:49+00:00,2022-01-12 03:09:49+00:00,0.2.0,https://github.com/apache/apisix-java-plugin-runner/releases/tag/0.2.0
apache/james-project,james-project-3.6.2,2022-01-26 08:05:53+00:00,,,
apache/tomcat-native,1.2.31,2021-08-26 14:53:30+00:00,,,
apache/ofbiz-framework,release17.12.09,2022-01-06 13:19:06+00:00,,,
apache/unomi,unomi-root-1.5.7,2021-07-23 15:07:02+00:00,,,
apache/qpid-proton,0.36.0,2021-11-01 12:01:48+00:00,,,
apache/skywalking-goapi,,,,,
apache/skywalking-cli,0.9.0,2021-10-13 13:43:20+00:00,2021-10-13 13:59:11+00:00,0.9.0,https://github.com/apache/skywalking-cli/releases/tag/0.9.0
apache/incubator-yunikorn-core,v0.12.2,2022-01-12 19:14:02+00:00,2022-02-03 21:21:43+00:00,Apache YuniKorn (Incubating) v0.12.2,https://github.com/apache/incubator-yunikorn-core/releases/tag/v0.12.2
apache/commons-math,MATH_3_6_1,2016-03-17 15:18:13+00:00,,,
apache/incubator-taverna-engine,apache-retire-2020-03-12,2019-05-22 10:21:54+00:00,,,
apache/camel-examples,camel-examples-3.15.0,2022-02-02 15:31:14+00:00,,,
apache/tvm-vta,,,,,
apache/rocketmq-docker,,,,,
apache/fluo,rel/fluo-1.2.0,2018-02-21 21:34:26+00:00,2018-02-26 18:27:33+00:00,,https://github.com/apache/fluo/releases/tag/rel%2Ffluo-1.2.0
apache/incubator-doris-website,,,,,
apache/incubator-age-viewer,v1.0.0-rc2,2022-02-07 00:00:26+00:00,,,
apache/incubator-nuttx-apps,nuttx-10.2.0,2021-10-05 13:23:29+00:00,,,
apache/tez,rel/release-0.10.1,2021-06-16 09:17:16+00:00,,,
apache/incubator-yunikorn-k8shim,v0.12.2,2022-01-26 15:29:49+00:00,2022-02-03 21:23:05+00:00,Apache YuniKorn (Incubating) v0.12.2,https://github.com/apache/incubator-yunikorn-k8shim/releases/tag/v0.12.2
apache/daffodil,v3.2.1,2021-12-20 17:02:22+00:00,,,
apache/hbase-connectors,rel/1.0.0,2019-04-26 11:34:15+00:00,2019-05-03 08:17:03+00:00,1.0.0,https://github.com/apache/hbase-connectors/releases/tag/rel%2F1.0.0
apache/empire-db,empire-db-parent-2.5.1,2022-01-18 13:14:28+00:00,,,
apache/creadur-rat,apache-rat-project-0.13,2018-10-13 21:18:47+00:00,,,
apache/felix-atomos,atomos-distribution-1.0.0,2021-02-18 16:10:42+00:00,,,
apache/comdev-site,,,,,
apache/cordova-weinre,2.0.0-pre-I0Z7U9OV,2014-10-07 15:43:38+00:00,,,
apache/maven-plugins,maven-javadoc-plugin-3.0.0,2017-12-03 19:33:15+00:00,,,
apache/incubator-retired-wave,0.4-rc4,2013-08-30 22:07:27+00:00,,,
apache/incubator-weex-ui,v0.8.6,2021-05-15 13:49:18+00:00,2021-05-15 13:49:18+00:00,v0.8.6,https://github.com/apache/incubator-weex-ui/releases/tag/v0.8.6
apache/geode-native,rel/v1.14.3,2022-01-11 00:13:27+00:00,,,
apache/solr-site,,,,,
apache/cordova-cli,11.0.0,2021-12-17 11:38:31+00:00,,,
apache/cordova-plugin-camera,6.0.0,2021-08-19 08:14:44+00:00,,,
apache/cordova-browser,6.0.0,2019-02-01 02:19:01+00:00,,,
apache/cordova-plugin-splashscreen,6.0.0,2020-07-07 05:46:31+00:00,,,
apache/cordova-js,6.1.0,2021-07-12 04:19:06+00:00,,,
apache/cordova-plugin-file,6.0.2,2019-06-27 15:28:51+00:00,,,
apache/cordova-windows,7.0.1,2019-12-31 18:02:09+00:00,,,
apache/cordova-fetch,rel/3.0.1,2021-02-03 04:48:13+00:00,,,
apache/velocity-engine,2.3,2021-03-03 12:12:25+00:00,,,
apache/airflow-client-go,,,,,
apache/flex-sdk,apache-flex-sdk-4.16.1,2017-11-12 21:40:53+00:00,,,
apache/hbase-filesystem,rel/1.0.0-alpha1,2019-06-04 20:18:27+00:00,,,
apache/couchdb-fauxton,v1.2.8,2021-11-03 00:28:13+00:00,2021-09-27 21:38:21+00:00,v1.2.7,https://github.com/apache/couchdb-fauxton/releases/tag/v1.2.7
apache/rocketmq-client-python,v2.0.0,2019-12-17 12:14:01+00:00,2019-11-04 07:23:24+00:00,rocketmq-client-python-1.2.4,https://github.com/apache/rocketmq-client-python/releases/tag/v1.2.4
apache/cassandra-builds,apache/cassandra-testing-ubuntu2004-java11/latest,2021-08-13 21:44:31+00:00,,,
apache/libcloud,v3.4.1,2021-11-12 15:12:28+00:00,,,
apache/maven-rar-plugin,maven-rar-plugin-2.4,2014-09-08 19:28:30+00:00,,,
apache/couchdb-docker,,,,,
apache/skywalking-showcase,,,,,
apache/royale-asjs,apache-royale-0.9.8,2021-08-27 13:57:30+00:00,2021-08-31 07:29:15+00:00,Apache Royale 0.9.8,https://github.com/apache/royale-asjs/releases/tag/apache-royale-0.9.8
apache/jackrabbit,jackrabbit-2.21.10,2022-02-06 13:11:01+00:00,,,
apache/aries,org.apache.aries.proxy-1.1.12,2022-01-02 06:51:18+00:00,,,
apache/incubator-streampipes-extensions,release/0.68.0,2021-07-06 06:19:35+00:00,,,
apache/reef,reef-project-0.16.1,2022-02-09 07:06:54+00:00,,,
apache/maven-sources,,,,,
apache/apr,1.7.0,2019-04-01 17:54:01+00:00,,,
apache/flink-jira-bot,,,,,
apache/metron,apache-metron_0.7.1-release,2019-05-08 16:10:21+00:00,,,
apache/commons-vfs,rel/commons-vfs-2.9.0,2021-07-17 02:36:19+00:00,,,
apache/xmlgraphics-batik,batik-1_14,2021-01-21 09:21:14+00:00,,,
apache/tomcat-training,20180410,2018-04-06 11:21:25+00:00,,,
apache/fineract-cn-portfolio,0.0.1-M.1,2019-08-20 13:38:07+00:00,,,
apache/camel-kamelets,v0.7.1,2022-02-07 17:23:00+00:00,,,
apache/tomcat-maven-plugin,tomcat-maven-plugin-2.2,2013-11-06 23:51:01+00:00,,,
apache/orc,v1.7.3,2022-02-07 03:23:37+00:00,2022-02-07 03:23:37+00:00,v1.7.3,https://github.com/apache/orc/releases/tag/v1.7.3
apache/mynewt-mcumgr,mcumgr_0_2_0_tag,2021-03-15 12:36:32+00:00,,,
apache/commons-scxml,commons-scxml2-2.0-M1,2014-04-03 09:39:24+00:00,,,
apache/commons-rdf,0.5.0,2017-12-08 03:34:26+00:00,,,
apache/commons-exec,1.3,2014-11-06 03:40:11+00:00,,,
apache/commons-email,EMAIL_1_5,2017-08-01 14:37:03+00:00,,,
apache/infrastructure-website,,,,,
apache/gobblin-site,,,,,
apache/pivot,2.0.5,2017-06-25 20:09:06+00:00,,,
apache/flink-benchmarks,,,,,
apache/incubator-livy-website,,,,,
apache/dubbo-spi-extensions,v1.0.0,2021-10-18 05:51:30+00:00,2021-10-18 05:51:30+00:00,dubbo-spi-extensions 1.0.0,https://github.com/apache/dubbo-spi-extensions/releases/tag/v1.0.0
apache/cordova-plugin-network-information,3.0.0,2021-06-03 15:48:27+00:00,,,
apache/maven-verifier-plugin,maven-verifier-plugin-1.1,2015-04-10 17:24:59+00:00,,,
apache/maven-toolchains-plugin,maven-toolchains-plugin-3.0.0,2019-06-07 14:06:37+00:00,,,
apache/commons-net,rel/commons-net-3.8.0,2021-02-13 15:01:35+00:00,,,
apache/skywalking-banyandb,,,,,
apache/directory-server,2.0.0.AM26,2020-02-27 23:09:39+00:00,,,
apache/maven-shade-plugin,maven-shade-plugin-3.2.4,2020-05-23 15:29:25+00:00,,,
apache/commons-jexl,rel/commons-jexl-3.2.1,2021-06-17 12:47:38+00:00,,,
apache/incubator-ponymail-foal,,,,,
apache/cordova-plugin-vibration,3.1.1,2019-05-16 09:44:49+00:00,,,
apache/incubator-milagro-crypto-c,2.0.1,2020-01-06 15:58:36+00:00,2020-01-06 15:59:50+00:00,apache-milagro-crypto-c-2.0.1-incubating,https://github.com/apache/incubator-milagro-crypto-c/releases/tag/2.0.1
apache/yetus,rel/0.13.0,2020-11-27 15:32:14+00:00,,,
apache/servicecomb-service-center,v2.0.0,2021-06-03 01:42:09+00:00,2021-06-03 01:42:09+00:00,Apache ServiceComb Service-Center version 2.0.0,https://github.com/apache/servicecomb-service-center/releases/tag/v2.0.0
apache/incubator-s2graph,v0.2.0-incubating,2017-08-11 22:00:06+00:00,,,
apache/tomcat80,TOMCAT_8_0_53,2018-06-29 14:37:58+00:00,,,
apache/openwhisk-package-kafka,2.1.0,2020-08-11 03:59:10+00:00,2020-08-17 22:06:53+00:00,2.1.0,https://github.com/apache/openwhisk-package-kafka/releases/tag/2.1.0
apache/ratis-hadoop-projects,ratis-2.2.0,2021-10-11 20:00:21+00:00,,,
apache/mina,2.0.23,2022-02-10 05:19:53+00:00,,,
apache/incubator,,,,,
apache/ambari-infra,,,,,
apache/ambari-metrics,,,,,
apache/ambari-logsearch,,,,,
apache/sling-org-apache-sling-distribution-journal,org.apache.sling.distribution.journal-0.1.22,2021-12-17 15:58:36+00:00,,,
apache/phoenix-connectors,v4.14.1-HBase-1.4-PPS-0.3,2019-01-31 00:23:03+00:00,,,
apache/incubator-samoa,v0.5.0-incubating,2020-02-25 00:02:18+00:00,,,
apache/activemq-apollo,apollo-project-1.7.1,2015-01-29 15:33:25+00:00,,,
apache/incubator-mxnet-ci,,,,,
apache/openwhisk-deploy-kube,1.0.0,2020-11-20 13:54:21+00:00,2020-11-24 01:34:13+00:00,1.0.0,https://github.com/apache/openwhisk-deploy-kube/releases/tag/1.0.0
apache/maven-jarsigner-plugin,maven-jarsigner-plugin-3.0.0,2018-11-03 10:22:12+00:00,,,
apache/datasketches-java,3.2.0-SNAPSHOT,2022-01-16 19:14:56+00:00,2022-01-21 04:53:53+00:00,Apache Release 3.1.0,https://github.com/apache/datasketches-java/releases/tag/3.1.0
apache/db-jdo-site,,,,,
apache/db-site,,,,,
apache/httpcomponents-core,rel/v5.1.3,2021-12-19 20:04:57+00:00,,,
apache/cloudstack-primate,1.0,2021-01-05 09:51:56+00:00,,,
apache/servicecomb-java-chassis,2.6.2,2022-02-11 07:10:12+00:00,2021-11-25 01:15:38+00:00,Apache ServiceComb Java-Chassis 2.6.0,https://github.com/apache/servicecomb-java-chassis/releases/tag/2.6.0
apache/cordova-plugin-geolocation,4.1.0,2020-11-06 04:00:41+00:00,,,
apache/hama,0.7.1-RC2,2016-03-12 08:17:54+00:00,,,
apache/qpid-jms,1.5.0,2021-12-20 17:34:53+00:00,,,
apache/cordova-node-xcode,3.0.1,2020-05-15 05:06:57+00:00,,,
apache/maven-jar-plugin,maven-jar-plugin-3.2.2,2022-01-08 21:19:12+00:00,2022-01-08 21:19:17+00:00,3.2.2,https://github.com/apache/maven-jar-plugin/releases/tag/maven-jar-plugin-3.2.2
apache/incubator-flagon-useralejs,2.2.0-07_21_2021,2021-06-04 01:42:00+00:00,2021-06-04 01:42:00+00:00,Release of Apache Flagon UserALE.js (Incubating) v2.2.0,https://github.com/apache/incubator-flagon-useralejs/releases/tag/2.2.0-07_21_2021
apache/cloudstack-go,v2.12.0,2021-11-29 10:17:17+00:00,2021-11-29 10:17:17+00:00,v2.12.0,https://github.com/apache/cloudstack-go/releases/tag/v2.12.0
apache/incubator-nlpcraft,v0.9.1,2021-09-30 09:13:10+00:00,,,
apache/incubator-liminal,0.0.4rc2-incubating,2022-02-10 06:40:18+00:00,,,
apache/camel-k-runtime,camel-k-runtime-project-1.12.0,2022-02-08 10:41:35+00:00,,,
apache/incubator-teaclave-verification,,,,,
apache/commons-rng,rel/commons-rng-1.4,2021-09-08 09:24:30+00:00,,,
apache/madlib-site,,,,,
apache/qpid,QPID-7207-trunk-pre-git-migration,2016-07-05 21:46:45+00:00,,,
apache/qpid-dispatch,1.18.0,2021-11-16 20:49:43+00:00,,,
apache/sling-org-apache-sling-app-cms,org.apache.sling.cms-1.1.0,2021-11-06 13:18:39+00:00,2021-11-06 13:18:42+00:00,Release v1.1.0,https://github.com/apache/sling-org-apache-sling-app-cms/releases/tag/org.apache.sling.cms-1.1.0
apache/cordova-plugin-statusbar,3.0.0,2021-11-24 23:36:36+00:00,,,
apache/maven-dependency-tree,maven-dependency-tree-3.1.0,2021-07-08 11:08:26+00:00,,,
apache/logging-log4j-kotlin,log4j-api-kotlin-1.2.0-rc3,2021-12-21 03:54:14+00:00,,,
apache/dubbo-hessian-lite,v3.2.12,2021-11-21 05:53:51+00:00,2021-11-21 05:53:51+00:00,v.3.2.12,https://github.com/apache/dubbo-hessian-lite/releases/tag/v3.2.12
apache/incubator-retired-gossip,gossip-0.1.2-incubating-b-rc1,2017-03-03 15:22:29+00:00,,,
apache/giraph,rel/1.2.0-RC1,2016-10-11 23:53:22+00:00,,,
apache/openwhisk-runtime-rust,rust1.34@1.3.0,2021-08-04 13:48:30+00:00,2021-08-11 15:28:51+00:00,1.3.0,https://github.com/apache/openwhisk-runtime-rust/releases/tag/rust1.34%401.3.0
apache/dubbo-go-hessian2,v1.11.0,2022-01-19 00:41:28+00:00,2022-01-19 00:41:28+00:00,v1.11.0,https://github.com/apache/dubbo-go-hessian2/releases/tag/v1.11.0
apache/cordova-app-hello-world,6.0.0,2021-10-27 11:39:32+00:00,,,
apache/apache-website-template,,,,,
apache/fineract-open-banking-app,,,,,
apache/dubbo-python,1.0.0b2,2015-04-18 02:17:34+00:00,,,
apache/predictionio-sdk-python,v0.9.9,2017-10-20 13:12:44+00:00,,,
apache/ofbiz,REL-16.11.06,2019-08-27 09:43:16+00:00,,,
apache/oozie,release-5.2.1,,,,
apache/apisix-python-plugin-runner,0.1.0,2021-08-25 05:35:23+00:00,2021-08-25 05:35:23+00:00,0.1.0,https://github.com/apache/apisix-python-plugin-runner/releases/tag/0.1.0
apache/skywalking-python,v0.7.0,2021-09-09 04:33:40+00:00,2021-09-09 08:41:14+00:00,0.7.0,https://github.com/apache/skywalking-python/releases/tag/v0.7.0
apache/rocketmq-mqtt,,,,,
apache/shardingsphere-elasticjob-example,,,,,
apache/maven-ejb-plugin,maven-ejb-plugin-3.1.0,2020-06-07 16:20:02+00:00,,,
apache/maven-doxia-linkcheck,,,,,
apache/maven-doxia-book-renderer,,,,,
apache/maven-doxia-book-maven-plugin,,,,,
apache/shiro-site,,,,,
apache/skywalking-ui,v6.0.0-GA,2019-01-18 03:27:57+00:00,2018-09-27 07:16:58+00:00,5.0.0-GA,https://github.com/apache/skywalking-ui/releases/tag/v5.0.0-GA
apache/maven-javadoc-plugin,maven-javadoc-plugin-3.3.2,2022-02-07 20:54:28+00:00,,,
apache/maven-checkstyle-plugin,maven-checkstyle-plugin-3.1.2,2021-01-23 22:29:58+00:00,,,
apache/openwhisk-devtools,,,,,
apache/incubator-datalab,2.5.1,2021-11-24 15:47:46+00:00,2021-11-25 12:29:15+00:00,Datalab 2.5.1 Release,https://github.com/apache/incubator-datalab/releases/tag/2.5.1
apache/flink-shaded,release-15.0,,2018-10-10 12:27:22+00:00,release-5.0,https://github.com/apache/flink-shaded/releases/tag/5.0
apache/rocketmq-flink,,,,,
apache/mynewt-nimble,nimble_1_4_0_tag,2021-03-24 15:12:25+00:00,,,
apache/cayenne,4.1.1,2021-12-20 15:57:32+00:00,,,
apache/openwebbeans,openwebbeans-2.0.26,2022-02-03 09:18:56+00:00,,,
apache/brooklyn,rel/apache-brooklyn-1.0.0,,,,
apache/camel-kafka-connector-examples,camel-kafka-connector-examples-0.11.0,2021-10-05 09:13:08+00:00,,,
apache/incubator-age-website,,,,,
apache/commons-ognl,,,,,
apache/xerces-c,v3.2.3,2020-04-07 14:34:45+00:00,,,
apache/maven-project-info-reports-plugin,maven-project-info-reports-plugin-3.2.1,2022-02-01 20:13:47+00:00,,,
apache/servicecomb-kie,v0.2.0,2021-02-18 02:19:07+00:00,,,
apache/jspwiki,2.11.1,,2021-12-18 15:41:38+00:00,JSPWiki 2.11.1 - Released on 18/12/2021,https://github.com/apache/jspwiki/releases/tag/2.11.1
apache/commons-dbutils,commons-dbutils-1.8-RC2,2020-01-09 06:40:52+00:00,,,
apache/pulsar-site,,,,,
apache/incubator-shenyu-website,,,,,
apache/maven-resolver,maven-resolver-1.7.3,2021-12-19 18:51:12+00:00,,,
apache/axis-axis2-java-core,v1.8.0,2021-08-01 17:16:29+00:00,,,
apache/calcite-avatica,rel/avatica-1.20.0,2021-12-11 19:41:58+00:00,,,
apache/commons-geometry,rel/commons-geometry-1.0,2021-08-17 01:19:43+00:00,,,
apache/couchdb-erlfdb,v1.3.5,2022-01-25 23:33:52+00:00,2022-01-25 23:33:52+00:00,v1.3.5,https://github.com/apache/couchdb-erlfdb/releases/tag/v1.3.5
apache/maven-apache-parent,apache-24,2021-07-10 01:28:15+00:00,,,
apache/ace,,,,,
apache/couchdb-www,,,,,
apache/maven-archetypes,maven-archetype-bundles-1.4,2018-12-09 12:27:20+00:00,,,
apache/maven-reporting-exec,maven-reporting-exec-1.6.0,2022-02-10 08:20:30+00:00,,,
apache/nifi-fds,rel/nifi-fds-0.3.0,2022-01-25 19:21:31+00:00,,,
apache/predictionio-template-similar-product,v0.14.0,2019-03-12 13:36:21+00:00,,,
apache/incubator-retired-tamaya,release-0.4-incubating,2019-09-25 10:51:37+00:00,,,
apache/dolphinscheduler-ambari,,,,,
apache/iotdb-client-go,v0.12.0,2021-04-07 03:38:00+00:00,2021-04-07 03:38:00+00:00,Apache IoTDB 0.12.0,https://github.com/apache/iotdb-client-go/releases/tag/v0.12.0
apache/hadoop-mapreduce,release-0.21.0,2010-08-20 22:45:14+00:00,,,
apache/openwhisk-apigateway,1.0.0,2020-04-08 18:45:02+00:00,2020-04-08 18:45:02+00:00,1.0.0,https://github.com/apache/openwhisk-apigateway/releases/tag/1.0.0
apache/openwhisk-runtime-deno,,,,,
apache/tomcat-jakartaee-migration,1.0.0,2021-05-04 11:49:35+00:00,,,
apache/maven-reporting-impl,maven-reporting-impl-3.1.0,2022-02-05 21:36:10+00:00,,,
apache/asterixdb,apache-hyracks-0.3.6,2021-03-11 03:40:26+00:00,,,
apache/maven-gpg-plugin,maven-gpg-plugin-3.0.1,2021-05-05 16:38:46+00:00,,,
apache/maven-source-plugin,maven-source-plugin-3.2.1,2019-12-16 18:10:09+00:00,,,
apache/skywalking-rust,v0.1.0,2022-02-11 08:33:22+00:00,,,
apache/datasketches-memory,2.0.0,2021-09-09 21:44:27+00:00,2021-09-14 19:35:46+00:00,Apache Release 2.0.0,https://github.com/apache/datasketches-memory/releases/tag/2.0.0
apache/calcite-avatica-go,v5.0.0,2020-06-23 01:12:17+00:00,,,
apache/hbase-operator-tools,1.2.0RC1,2021-12-20 02:05:09+00:00,,,
apache/tika-helm,2.2.1,2022-01-23 01:32:22+00:00,2022-01-23 01:27:30+00:00,,https://github.com/apache/tika-helm/releases/tag/2.2.1-full
apache/maven-release,maven-release-3.0.0-M5,2022-01-02 10:18:40+00:00,,,
apache/whimsy,,,,,
apache/cordova-electron,3.0.0,2021-09-01 03:37:26+00:00,,,
apache/manifoldcf,release-2.21,2022-01-03 17:35:00+00:00,,,
apache/pulsar-adapters,v2.8.0,2021-06-25 15:17:00+00:00,,,
apache/flink-connectors,,,,,
apache/incubator-sdap-nexus,distributed.0.4.5a30,2021-11-01 23:18:56+00:00,,,
apache/tapestry-5,5.8.0,2022-01-17 22:13:21+00:00,,,
apache/incubator-tuweni-website,,,,,
apache/openwhisk-cli,1.2.0,2021-03-26 00:38:26+00:00,2021-04-01 22:34:00+00:00,1.2.0,https://github.com/apache/openwhisk-cli/releases/tag/1.2.0
apache/commons-fileupload,commons-fileupload-1.4,2018-12-24 07:03:22+00:00,,,
apache/hive-site,,,,,
apache/xmlgraphics-commons,commons-2_7,2022-01-20 09:11:35+00:00,,,
apache/commons-imaging,commons-imaging-1.0-alpha2,2020-08-07 00:39:04+00:00,,,
apache/cordova-plugin-file-transfer,1.7.1,2018-01-25 19:36:38+00:00,,,
apache/abdera,abdera-1.1.3-RC2,2012-12-21 11:26:31+00:00,,,
apache/dubbo-erlang,0.2.0,2019-04-20 14:07:36+00:00,,,
apache/sling-org-apache-sling-adapter-annotations,org.apache.sling.adapter.annotations-2.0.0,2020-11-10 17:59:48+00:00,,,
apache/skywalking-infra-e2e,v1.1.0,2021-11-07 11:06:26+00:00,2021-11-07 12:17:56+00:00,1.1.0,https://github.com/apache/skywalking-infra-e2e/releases/tag/v1.1.0
apache/pig,release-0.17.0,2017-06-14 11:08:58+00:00,,,
apache/pulsar-connectors,,,,,
apache/calcite-site,,,,,
apache/solr-docker,,,,,
