name_with_owner,name,date,release_date,release_name,release_url
apache/sling-org-apache-sling-commons-threads,org.apache.sling.commons.threads-3.2.22,2021-09-21 15:04:04+00:00,,,
apache/sling-org-apache-sling-commons-testing,,,,,
apache/sling-org-apache-sling-junit-teleporter,org.apache.sling.junit.teleporter-1.0.22,2020-07-16 11:51:31+00:00,,,
apache/sling-org-apache-sling-paxexam-util,org.apache.sling.paxexam.util-1.0.4,2017-05-04 19:55:28+00:00,,,
apache/sling-org-apache-sling-jcr-classloader,org.apache.sling.jcr.classloader-3.2.4,2018-12-02 18:56:38+00:00,,,
apache/sling-org-apache-sling-jcr-base,org.apache.sling.jcr.base-3.1.10,2021-07-19 12:58:52+00:00,,,
apache/sling-org-apache-sling-fsresource,org.apache.sling.fsresource-2.2.0,2021-08-30 16:39:58+00:00,,,
apache/sling-org-apache-sling-junit-scriptable,org.apache.sling.junit.scriptable-1.0.12,2017-05-09 15:54:57+00:00,,,
apache/sling-org-apache-sling-dynamic-include,org.apache.sling.dynamic-include-3.3.0,2022-01-11 13:40:32+00:00,,,
apache/sling-org-apache-sling-oak-restrictions,org.apache.sling.oak.restrictions-1.0.2,2018-10-16 19:10:11+00:00,,,
apache/sling-org-apache-sling-jcr-api,org.apache.sling.jcr.api-2.4.0,2016-06-21 13:55:14+00:00,,,
apache/sling-org-apache-sling-fragment-xml,org.apache.sling.fragment.xml-1.0.2,2013-02-13 10:11:57+00:00,,,
apache/sling-org-apache-sling-commons-scheduler,org.apache.sling.commons.scheduler-2.7.12,2020-09-14 15:08:13+00:00,,,
apache/sling-org-apache-sling-junit-remote,org.apache.sling.junit.remote-1.0.12,2017-06-02 21:29:08+00:00,,,
apache/sling-org-apache-sling-nosql-mongodb-resourceprovider,org.apache.sling.nosql.mongodb-resourceprovider-1.1.0,2016-02-24 12:22:59+00:00,,,
apache/sling-org-apache-sling-distribution-sample,org.apache.sling.distribution.sample-0.1.6,2016-02-04 13:01:09+00:00,,,
apache/sling-org-apache-sling-fragment-ws,org.apache.sling.fragment.ws-1.0.2,2013-02-13 10:10:22+00:00,,,
apache/sling-org-apache-sling-commons-osgi,org.apache.sling.commons.osgi-2.4.2,2020-08-06 04:45:28+00:00,,,
apache/sling-org-apache-sling-junit-performance,,,,,
apache/sling-org-apache-sling-installer-provider-jcr,org.apache.sling.installer.provider.jcr-3.3.0,2020-07-30 09:13:34+00:00,,,
apache/sling-org-apache-sling-nosql-launchpad,,,,,
apache/sling-org-apache-sling-nosql-generic,org.apache.sling.nosql.generic-1.1.0,2016-02-24 12:04:51+00:00,,,
apache/sling-org-apache-sling-distribution-kryo-serializer,,,,,
apache/sling-org-apache-sling-fragment-transaction,org.apache.sling.fragment.transaction-1.0.0,2012-06-21 15:13:13+00:00,,,
apache/sling-org-apache-sling-commons-mime,org.apache.sling.commons.mime-2.2.2,2019-09-27 08:11:21+00:00,,,
apache/sling-org-apache-sling-installer-provider-installhook,org.apache.sling.installer.provider.installhook-1.1.0,2019-12-21 09:00:12+00:00,,,
apache/sling-org-apache-sling-junit-healthcheck,org.apache.sling.junit.healthcheck-1.0.6,2013-09-26 15:20:59+00:00,,,
apache/sling-org-apache-sling-fragment-nashorn,,,,,
apache/sling-org-apache-sling-nosql-couchbase-resourceprovider,org.apache.sling.nosql.couchbase-resourceprovider-1.1.0,2016-02-24 12:20:31+00:00,,,
apache/sling-org-apache-sling-file-optimization,org.apache.sling.fileoptim-0.9.4,2019-09-07 00:21:20+00:00,,,
apache/sling-archetype-parent,sling-archetype-parent-7,2021-07-13 14:57:52+00:00,,,
apache/sling-bundle-archetype,sling-bundle-archetype-1.0.6,2018-01-19 16:11:37+00:00,,,
apache/sling-org-apache-sling-bnd-models,org.apache.sling.bnd.models-1.0.0,2016-11-20 21:15:41+00:00,,,
apache/sling-org-apache-sling-junit-core,org.apache.sling.junit.core-1.1.6,2021-06-24 20:18:13+00:00,,,
apache/sling-org-apache-sling-fragment-activation,org.apache.sling.fragment.activation-1.0.2,2013-02-13 10:08:51+00:00,,,
apache/sling-org-apache-sling-bundleresource-impl,org.apache.sling.bundleresource.impl-2.3.4,2021-04-23 16:33:55+00:00,,,
apache/sling-org-apache-sling-distribution-journal-it,org.apache.sling.distribution.journal.it-0.1.2,2020-06-18 11:47:48+00:00,,,
apache/sling-org-apache-sling-installer-it,org.apache.sling.installer.it-3.1.2,2011-02-21 09:09:05+00:00,,,
apache/sling-org-apache-sling-nosql-couchbase-client,org.apache.sling.nosql.couchbase-client-1.0.2,2016-02-24 12:16:46+00:00,,,
apache/sling-org-apache-sling-jobs-it-services,,,,,
apache/sling-org-apache-sling-bnd-plugin-headers-parameters-remove,org.apache.sling.bnd.plugin.headers.parameters.remove-1.0.0,2019-09-11 10:00:52+00:00,,,
apache/sling-org-apache-sling-jobs-it,,,,,
apache/sling-org-apache-sling-installer-hc,org.apache.sling.installer.hc-2.0.2,2019-05-20 10:49:53+00:00,,,
apache/sling-org-apache-sling-mom,org.apache.sling.mom-1.0.0,2016-10-05 10:00:07+00:00,,,
apache/sling-org-apache-sling-commons-logservice,org.apache.sling.commons.logservice-1.1.0,2019-08-26 06:53:20+00:00,,,
apache/sling-aggregator,,,,,
apache/directory-kerby,kerby-all-2.0.1,2020-05-25 08:41:40+00:00,,,
apache/synapse,Apache-Synapse-3.0.1,2017-12-04 08:47:34+00:00,,,
apache/ofbiz-plugins,release17.12.09,2022-01-06 13:19:14+00:00,,,
apache/trafficserver-ci,,,,,
apache/iotdb-website,,,,,
apache/cxf-xjc-utils,xjc-utils-3.3.1,2020-01-10 17:04:03+00:00,,,
apache/incubator-mxnet-site,,,,,
apache/www-site,,,,,
apache/jspwiki-asf-docs,,,,,
apache/jena-site,,,,,
apache/cordova-plugin-console,1.1.0,2017-09-20 17:46:41+00:00,,,
apache/incubator-teaclave-website,,,,,
apache/hbase-site,,,,,
apache/any23,any23-2.6,2022-01-04 05:06:17+00:00,,,
apache/olingo-odata4,4.8.0,2020-12-27 07:50:08+00:00,2020-12-27 07:50:08+00:00,4.8.0,https://github.com/apache/olingo-odata4/releases/tag/4.8.0
apache/httpd-tests,PHP_TEST_1_0_0,2008-04-20 15:15:24+00:00,,,
apache/tvm-site,,,,,
apache/netbeans-tools,,,,,
apache/hadoop-site,,,,,
apache/incubator-milagro-crypto-rust,,,,,
apache/superset-site,,,,,
apache/turbine-fulcrum-build,,,,,
apache/turbine-fulcrum-crypto,fulcrum-crypto-1.0.8,2019-05-21 02:52:15+00:00,,,
apache/myfaces-homepage,,,,,
apache/sentry,release-2.2.0,2020-01-02 17:21:27+00:00,,,
apache/jackrabbit-filevault,jackrabbit-filevault-3.5.8,2021-12-17 11:47:56+00:00,,,
apache/turbine-fulcrum-yaafi-crypto,fulcrum-yaafi-crypto-2.0.1,2020-09-22 13:35:19+00:00,,,
apache/turbine-fulcrum-yaafi,fulcrum-yaafi-1.0.8,2019-05-21 03:33:45+00:00,,,
apache/turbine-fulcrum-upload,FULCRUM_UPLOAD_1_0_5,2012-06-17 16:14:55+00:00,,,
apache/turbine-fulcrum-testcontainer,fulcrum-testcontainer-1.0.9,2020-12-22 16:55:50+00:00,,,
apache/turbine-fulcrum-site,,,,,
apache/turbine-fulcrum-security,fulcrum-security-2.1.0,2021-10-18 10:07:18+00:00,,,
apache/turbine-fulcrum-quartz,fulcrum-quartz-1.1.2,2021-06-15 08:38:47+00:00,,,
apache/turbine-fulcrum-pool,fulcrum-pool-1.0.5,2019-05-21 03:33:45+00:00,,,
apache/turbine-fulcrum-parser,fulcrum-parser-2.0.1,2019-07-23 09:45:47+00:00,,,
apache/turbine-fulcrum-localization,fulcrum-localization-1.0.7,2019-05-21 03:33:45+00:00,,,
apache/turbine-fulcrum-json,fulcrum-json-2.0.1,2021-06-22 16:29:26+00:00,,,
apache/turbine-fulcrum-intake,fulcrum-intake-2.0.0,2019-05-21 03:29:47+00:00,,,
apache/turbine-fulcrum-factory,fulcrum-factory-1.1.1,2019-05-21 03:24:47+00:00,,,
apache/turbine-fulcrum-cache,fulcrum-cache-2.0.0,2021-06-01 07:21:20+00:00,,,
apache/myfaces-master-pom,myfaces-19,2018-08-24 21:20:39+00:00,,,
apache/tomee-site-pub,,,,,
apache/tomee-site-generator,,,,,
apache/qpid-site,,,,,
apache/qpid-protonj2,1.0.0-M4,2021-12-20 19:47:14+00:00,,,
apache/qpid-proton-j,0.33.10,2021-10-14 16:06:21+00:00,,,
apache/cassandra-harry,0.0.1,2022-02-07 14:40:17+00:00,,,
apache/turbine-archetypes,5.0-1.0.3,2019-09-18 03:42:09+00:00,,,
apache/turbine-core,turbine-5.1,2021-11-23 12:58:31+00:00,2021-11-23 12:58:31+00:00,Turbine 5.1,https://github.com/apache/turbine-core/releases/tag/turbine-5.1
apache/karaf-decanter,decanter-2.8.0,2021-09-13 13:00:21+00:00,,,
apache/karaf-site,,,,,
apache/sling-site,,,,,
apache/syncope,syncope-2.1.10,2021-10-08 06:43:40+00:00,2021-10-08 06:43:51+00:00,Apache Syncope 2.1.10,https://github.com/apache/syncope/releases/tag/syncope-2.1.10
apache/archiva,archiva-2.2.7,2021-12-19 11:01:27+00:00,,,
apache/xmlbeans,before_gradle_migration,2021-12-30 23:24:13+00:00,,,
apache/airavata-mft,,,,,
apache/mnemonic,v0.16.0,2021-10-12 04:37:04+00:00,,,
apache/openjpa,3.2.1,2022-02-03 10:08:53+00:00,,,
apache/maven-changes-plugin,maven-changes-plugin-2.12.1,2016-10-29 18:31:03+00:00,,,
apache/maven-doxia-converter,,,,,
apache/maven-deploy-plugin,maven-deploy-plugin-3.0.0-M2,2021-12-27 14:11:10+00:00,,,
apache/comdev-events-site,,,,,
apache/incubator-brpc-website,,,,,
apache/trafficserver-ingress-controller,,,,,
apache/camel-kameleon,,,,,
apache/camel-kafka-connector,camel-kafka-connector-1.0.0,2022-01-14 14:28:35+00:00,,,
apache/creadur-site,,,,,
apache/maven-default-skin,maven-default-skin-1.3,2019-07-28 10:47:16+00:00,,,
apache/maven-changelog-plugin,maven-changelog-plugin-2.3,2014-06-24 19:05:50+00:00,,,
apache/maven-artifact-plugin,maven-artifact-plugin-3.2.0,2021-11-27 17:53:30+00:00,,,
apache/directory-fortress-core,2.0.7,2021-12-12 02:27:42+00:00,,,
apache/maven-integration-testing,its-maven-3.6.3,2019-12-07 09:56:31+00:00,,,
apache/maven-scm-publish-plugin,maven-scm-publish-plugin-3.1.0,2020-12-23 07:12:23+00:00,,,
apache/cassandra-website,,,,,
apache/cordova-plugin-wkwebview-engine,1.2.2,2021-02-03 01:49:34+00:00,,,
apache/ws-wss4j,wss4j-2.4.1,2022-02-11 12:04:55+00:00,,,
apache/commons-numbers,rel/commons-numbers-1.0,2021-07-11 17:25:45+00:00,,,
apache/netbeans-jenkins-lib,,,,,
apache/parquet-site,,,,,
apache/infrastructure-aardvark-proxy,,,,,
apache/maven-dependency-analyzer,maven-dependency-analyzer-1.12.0,2022-01-24 19:57:17+00:00,,,
apache/maven-acr-plugin,maven-acr-plugin-3.1.0,2018-06-19 18:00:01+00:00,,,
apache/sis,1.1,2021-09-30 08:50:53+00:00,,,
apache/cordova-plugins,file-system-roots-0.1.0,2014-03-04 20:47:40+00:00,,,
apache/jackrabbit-filevault-package-maven-plugin,filevault-package-maven-plugin-1.2.2,2021-10-14 13:16:19+00:00,,,
apache/jackrabbit-filevault-jenkins-lib,,,,,
apache/druid-website,,,,,
apache/druid-website-src,,,,,
apache/archiva-parent,archiva-parent-18,2017-05-11 18:31:24+00:00,,,
apache/incubator-bluemarlin,v0.1.1-alpha,2022-01-21 23:33:33+00:00,,,
apache/juneau,juneau-8.2.0,2020-10-01 21:26:44+00:00,,,
apache/couchdb-helm,,,,,
apache/geronimo-xbean,xbean-4.20,2021-05-07 07:02:42+00:00,,,
apache/celix,rel/celix-2.2.1,2020-05-10 18:57:02+00:00,,,
apache/brooklyn-docs,rel/apache-brooklyn-1.0.0,,,,
apache/systemds-website,v1.2.0,2020-05-06 09:52:19+00:00,2020-05-06 09:52:19+00:00,Apache SystemML 1.2.0 checkpoint.,https://github.com/apache/systemds-website/releases/tag/v1.2.0
apache/royale-docs,,,,,
apache/incubator-milagro-crypto-js,1.0.0,2019-08-07 10:13:47+00:00,2019-08-07 13:22:19+00:00,apache-milagro-crypto-js-1.0.0-incubating,https://github.com/apache/incubator-milagro-crypto-js/releases/tag/1.0.0
apache/echarts-wordcloud-generator,,,,,
apache/sling-org-apache-sling-starter,org.apache.sling.starter-11,2018-10-19 14:53:14+00:00,,,
apache/commons-release-plugin,commons-release-plugin-1.7,2019-08-30 13:55:52+00:00,,,
apache/sling-org-apache-sling-caconfig-impl,org.apache.sling.caconfig.impl-1.6.0,2022-01-03 11:39:37+00:00,,,
apache/sling-org-apache-sling-models-caconfig,org.apache.sling.models.caconfig-1.0.0,2022-01-03 11:49:24+00:00,,,
apache/sling-org-apache-sling-commons-log,org.apache.sling.commons.log-5.4.0,2022-01-11 15:26:27+00:00,,,
apache/creadur-whisker,apache-whisker-0.1,2013-08-04 12:13:10+00:00,,,
apache/sling-org-apache-sling-feature-modelconverter,org.apache.sling.feature.modelconverter-1.0.14,2020-04-06 12:14:20+00:00,,,
apache/sling-slingstart-maven-plugin,slingstart-maven-plugin-1.9.12,2020-04-30 05:28:52+00:00,,,
apache/fluo-muchos,,,,,
apache/sling-org-apache-sling-committer-cli,,,,,
apache/sling-slingfeature-maven-plugin,slingfeature-maven-plugin-1.6.0,2022-01-24 08:52:19+00:00,,,
apache/sling-org-apache-sling-feature,org.apache.sling.feature-1.2.30,2022-01-12 14:03:04+00:00,,,
apache/dubbo-kubernetes,,,,,
apache/logging-log4j-scala,v12.1-rc2,2022-01-03 22:05:59+00:00,,,
apache/brooklyn-ui,rel/apache-brooklyn-1.0.0,,,,
apache/lucenenet-site,,,,,
apache/infrastructure-svnauthz,,,,,
apache/db-jdo,v3.2,2022-01-25 20:56:20+00:00,,,
apache/brooklyn-server,rel/apache-brooklyn-1.0.0,,,,
apache/asterixdb-clients,,,,,
apache/brooklyn-dist,rel/apache-brooklyn-1.0.0,,,,
apache/echarts-bot,,,,,
apache/tcl-rivet,3.2.1,2021-11-13 11:14:16+00:00,,,
apache/xmlgraphics-fop,fop-2_7,2022-01-20 09:12:58+00:00,,,
apache/servicemix-bundles,org.apache.servicemix.bundles.spring-websocket-5.3.15_1,2022-02-03 13:54:03+00:00,,,
apache/sling-org-apache-sling-feature-launcher,org.apache.sling.feature.launcher-1.2.0,2022-01-12 14:22:08+00:00,,,
apache/openoffice-project,,,,,
apache/tomee-jakarta,tomee-project-9.0.0-M7,2021-05-03 14:30:36+00:00,,,
apache/incubator-weex-cli,v2.0.0-beta.31,2019-06-05 07:03:42+00:00,2019-02-26 11:23:56+00:00,v2.0.0-beta.2,https://github.com/apache/incubator-weex-cli/releases/tag/v2.0.0-beta.2
apache/tomee-tck,,,,,
apache/incubator-eventmesh-site,,,,,
apache/openwhisk-release,1.14.0-incubating-runtimes,2019-05-28 08:57:09+00:00,2019-05-28 08:57:09+00:00,1.14.0-incubating-runtimes,https://github.com/apache/openwhisk-release/releases/tag/1.14.0-incubating-runtimes
apache/infrastructure-boxer,,,,,
apache/incubator-yunikorn-site,,,,,
apache/portals-pluto,portlet-tck-3.0.3,2021-12-18 01:18:02+00:00,,,
apache/nifi-site,,,,,
apache/airavata,airavata-0.19,2020-09-05 08:58:30+00:00,,,
apache/accumulo-testing,,,,,
apache/archiva-components,,,,,
apache/guacamole-manual,1.4.0,2021-12-29 06:49:24+00:00,,,
apache/ignite-extensions,ignite-spring-tx-ext-1.0.0,2021-10-26 14:07:38+00:00,,,
apache/directory-project,45,2021-05-14 17:01:16+00:00,,,
apache/tapestry3,prechange-hls-20080731,2008-07-31 20:15:42+00:00,,,
apache/mina-ftpserver,ftpserver-parent-1.1.2,2021-12-21 03:20:19+00:00,,,
apache/maven-doxia-site,,,,,
apache/usergrid-java,,,,,
apache/usergrid-qakka,,,,,
apache/usergrid-python,,,,,
apache/usergrid-nodejs,,,,,
apache/usergrid-android,,,,,
apache/usergrid-swift,,,,,
apache/usergrid-javascript,,,,,
apache/usergrid-dotnet,,,,,
apache/usergrid,usergrid-2.1.0,2016-02-18 14:53:40+00:00,,,
apache/incubator-ponymail-site,,,,,
apache/pdfbox-jbig2,3.0.3,2019-12-14 14:41:44+00:00,,,
apache/sling-org-apache-sling-jcr-jackrabbit-usermanager,org.apache.sling.jcr.jackrabbit.usermanager-2.2.18,2022-01-31 20:20:23+00:00,,,
apache/openwhisk-client-swift,0.3.0,2018-05-09 03:24:55+00:00,2018-05-09 03:24:55+00:00,0.3.0 release,https://github.com/apache/openwhisk-client-swift/releases/tag/0.3.0
apache/ofbiz-site,,,,,
apache/infrastructure-puppet,,,,,
apache/mina-site,,,,,
apache/creadur-tentacles,,,,,
apache/camel-performance-tests,camel-performance-tests-3.14.0,2022-01-20 07:20:17+00:00,,,
apache/felix-site-pub,,,,,
apache/shardingsphere-ui,5.0.0-alpha,2020-11-17 01:13:41+00:00,2020-11-17 01:13:51+00:00,5.0.0-alpha,https://github.com/apache/shardingsphere-ui/releases/tag/5.0.0-alpha
apache/shardingsphere-elasticjob-cloud,,,,,
apache/felix-antora-site,last-mdtext,2021-06-28 03:10:25+00:00,,,
apache/airflow-ci-infra,,,,,
apache/turbine-parent,turbine-parent-11,2022-01-04 10:23:04+00:00,,,
apache/maven-gh-actions-shared,,,,,
apache/apisix-ingress-docker,,,,,
apache/skywalking-kong,v0.2.0,2022-01-03 12:11:52+00:00,2022-01-03 15:51:53+00:00,0.2.0,https://github.com/apache/skywalking-kong/releases/tag/v0.2.0
apache/commons-statistics,,,,,
apache/solr-sandbox,,,,,
apache/cordova-plugin-screen-orientation,3.0.2,2019-06-19 13:53:17+00:00,,,
apache/airflow-ci,,,,,
apache/fineract-site,,,,,
apache/sling-org-apache-sling-event-dea,org.apache.sling.event.dea-1.1.4,2018-10-23 15:15:19+00:00,,,
apache/vcl,release-2.5.1-tag,2019-07-19 14:12:22+00:00,,,
apache/logging-log4php,2.3.0,2012-10-26 09:13:25+00:00,,,
apache/kafka-site,,,,,
apache/sling-org-apache-sling-distribution-journal-kafka,org.apache.sling.distribution.journal.kafka-0.3.0,2022-01-03 14:30:47+00:00,,,
apache/sling-org-apache-sling-distribution-journal-messages,org.apache.sling.distribution.journal.messages-0.4.0,2022-01-03 13:28:24+00:00,,,
apache/servicecomb-website,,,,,
apache/maven-jlink-plugin,maven-jlink-plugin-3.1.0,2020-12-21 12:52:14+00:00,,,
apache/sling-org-apache-sling-testing-caconfig-mock-plugin,org.apache.sling.testing.caconfig-mock-plugin-1.4.0,2022-01-03 11:46:05+00:00,,,
apache/sling-org-apache-sling-caconfig-integration-tests,,,,,
apache/maven-parent,maven-parent-34,2020-01-26 09:04:04+00:00,,,
apache/drill-site,,,,,
apache/sling-org-apache-sling-caconfig-spi,org.apache.sling.caconfig.spi-1.4.0,2022-01-03 11:35:31+00:00,,,
apache/sling-org-apache-sling-caconfig-api,org.apache.sling.caconfig.api-1.3.0,2022-01-03 11:32:29+00:00,,,
apache/maven-verifier,maven-verifier-1.7.2,2020-05-03 13:46:25+00:00,,,
apache/maven-shared-utils,maven-shared-utils-3.3.4,2021-04-26 13:54:15+00:00,,,
apache/qpid-python,1.37.0,2017-11-22 19:04:19+00:00,,,
apache/falcon,release-0.11-rc3,2018-03-05 08:45:51+00:00,,,
apache/maven-dist-tool,,,,,
apache/maven-archiver,maven-archiver-3.5.2,2022-01-02 12:43:05+00:00,,,
apache/servicecomb-docs,,,,,
apache/servicecomb-saga-actuator,0.3.0,2018-12-15 09:11:31+00:00,2018-12-15 09:12:54+00:00,ServiceComb Saga Actuator 0.3.0,https://github.com/apache/servicecomb-saga-actuator/releases/tag/0.3.0
apache/sis-site,,,,,
apache/fineract-cn-mobile,,,,,
apache/fineract-cn-data-jpa,,,,,
apache/fineract-cn-group,,,,,
apache/fineract-cn-crypto,,,,,
apache/fineract-cn-service-starter,,,,,
apache/fineract-cn-async,,,,,
apache/fineract-cn-cassandra,,,,,
apache/fineract-cn-test,,,,,
apache/fineract-cn-template,,,,,
apache/fineract-cn-anubis,,,,,
apache/fineract-cn-integration-tests,,,,,
apache/fineract-cn-default-setup,,,,,
apache/fineract-cn-identity,0.0.1-M.1,2019-08-20 13:36:38+00:00,,,
apache/fineract-cn-lang,,,,,
apache/fineract-cn-api,,,,,
apache/fineract-cn-mariadb,,,,,
apache/fineract-cn-permitted-feign-client,,,,,
apache/fineract-cn-provisioner,0.0.1-M.1,2019-08-20 13:37:28+00:00,,,
apache/fineract-cn-rhythm,0.0.1-M.1,2019-08-20 13:02:58+00:00,,,
apache/fineract-cn-reporting,0.0.1-M.1,2019-05-29 17:19:56+00:00,,,
apache/fineract-cn-payroll,0.0.1-M.1,2019-08-20 13:30:42+00:00,,,
apache/fineract-cn-cheques,0.0.1-M.1,2019-08-20 13:33:30+00:00,,,
apache/fineract-cn-teller,0.0.1-M.1,2019-08-20 13:37:04+00:00,,,
apache/fineract-cn-customer,0.0.1-M.1,2019-08-28 08:19:56+00:00,,,
apache/fineract-cn-accounting,0.0.2,2019-08-21 18:23:55+00:00,,,
apache/fineract-cn-fims-web-app,,,,,
apache/maven-invoker,maven-invoker-3.1.0,2021-02-04 15:25:35+00:00,,,
apache/maven-artifact-transfer,maven-artifact-transfer-0.13.1,2020-12-22 10:31:57+00:00,,,
apache/openwhisk-runtime-python,39@1.17.0,2021-08-05 17:13:35+00:00,2021-08-11 15:26:10+00:00,1.17.0,https://github.com/apache/openwhisk-runtime-python/releases/tag/3%401.17.0
apache/arrow-testing,,,,,
apache/pdfbox-docs,,,,,
apache/directory-site,,,,,
apache/climate,1.3.0,2018-03-28 14:06:00+00:00,,,
apache/ofbiz-tools,,,,,
apache/incubator-myriad,myriad-0.4.0-incubating,2019-08-06 11:28:56+00:00,,,
apache/cloudstack-cloudmonkey,6.2.0,2021-09-22 10:38:57+00:00,2021-09-22 10:38:57+00:00,CloudMonkey v6.2.0,https://github.com/apache/cloudstack-cloudmonkey/releases/tag/6.2.0
apache/logging-chainsaw,rel/apache-chainsaw-2.1.0,2021-06-06 00:33:38+00:00,,,
apache/comdev-fosdem-content,,,,,
apache/sling-org-apache-sling-sitemap,org.apache.sling.sitemap-1.0.6,2022-01-26 12:23:30+00:00,,,
apache/commons-parent,rel/commons-parent-52,2020-07-30 17:33:41+00:00,,,
apache/commons-jcs,commons-jcs3-3.1-rc2,2022-01-03 15:57:32+00:00,,,
apache/flex-external,,,,,
apache/commons-crypto,rel/commons-crypto-1.1.0,2020-08-28 18:23:38+00:00,,,
apache/ws-axiom,1.3.0,2021-07-01 17:53:39+00:00,,,
apache/deltaspike,deltaspike-1.9.5,2021-03-05 21:48:02+00:00,,,
apache/activemq-nms-api,2.0.0,2021-02-11 12:20:18+00:00,,,
apache/maven-indexer,maven-indexer-6.1.0,2022-02-11 09:43:51+00:00,2017-11-28 10:09:31+00:00,6.0.0,https://github.com/apache/maven-indexer/releases/tag/maven-indexer-6.0.0
apache/cordova-plugin-battery-status,2.0.3,2019-06-19 14:12:27+00:00,,,
apache/freemarker-online-tester,,,,,
apache/hadoop-common,release-2.5.0,2014-08-12 18:57:44+00:00,,,
apache/cloudstack-docs-admin,,,,,
apache/apr-util,1.6.1,2017-10-18 14:37:15+00:00,,,
apache/apr-iconv,1.2.2,2017-10-18 14:47:13+00:00,,,
apache/skywalking-query-protocol,v8.9.1,2021-11-16 08:14:09+00:00,2021-11-16 08:14:09+00:00,8.9.1,https://github.com/apache/skywalking-query-protocol/releases/tag/v8.9.1
apache/incubator-pagespeed-cpanel,,,,,
apache/archiva-web-content,,,,,
apache/commons-digester,DIGESTER3_3_2,2011-12-13 22:26:24+00:00,,,
apache/commons-build-plugin,commons-build-plugin-1.12,,,,
apache/commons-bsf,bsf-3.1,2011-08-17 04:24:19+00:00,,,
apache/groovy-release,,,,,
apache/maven-script-interpreter,maven-script-interpreter-1.3,2020-10-14 23:59:50+00:00,,,
apache/mod_perl,2_0_12,2022-01-30 13:12:17+00:00,,,
apache/fineract-cn-demo-server,,,,,
apache/serf,1.3.9,2016-08-29 09:47:26+00:00,,,
apache/groovy-dev-site,,,,,
apache/rocketmq-connect,,,,,
apache/submarine-site,,,,,
apache/incubator-retired-ripple,0.9.32,2015-08-17 04:25:45+00:00,,,
apache/accumulo-website,,,,,
apache/incubator-weex-loader,v0.7.12,2018-09-26 07:22:11+00:00,,,
apache/santuario-xml-security-java,xmlsec-2.3.0,2021-10-25 10:23:42+00:00,,,
apache/incubator-weex-site,,,,,
apache/logging-parent,logging-parent-5,2021-12-28 00:36:04+00:00,,,
apache/harmony,5.0m12a,2010-03-30 20:15:21+00:00,,,
apache/royale-typedefs,apache-royale-0.9.8,2021-08-27 12:55:50+00:00,,,
apache/openwhisk-vscode-extension,1.1.0,2021-05-31 06:16:01+00:00,2021-05-31 06:16:01+00:00,v1.1.0,https://github.com/apache/openwhisk-vscode-extension/releases/tag/1.1.0
apache/openwhisk-intellij-plugin,1.0.1,2021-06-08 08:16:27+00:00,2021-06-08 08:16:27+00:00,1.0.1,https://github.com/apache/openwhisk-intellij-plugin/releases/tag/1.0.1
apache/dolphinscheduler-maven-plugin,1.0.0,2020-08-10 06:37:37+00:00,,,
apache/airflow-openldap,,,,,
apache/airflow-helm-unittest,v0.2.0,2020-04-28 07:32:49+00:00,,,
apache/airflow-pgbouncer-exporter,v0.5.0,2019-12-30 08:03:33+00:00,,,
apache/ignite-website,site-20160318,2016-03-18 08:52:43+00:00,,,
apache/openwhisk-wskdebug,1.3.0,2020-07-28 15:10:39+00:00,2020-07-28 15:10:39+00:00,1.3.0,https://github.com/apache/openwhisk-wskdebug/releases/tag/1.3.0
apache/incubator-nuttx-testing,,,,,
apache/incubator-nuttx-website,,,,,
apache/petri,,,,,
apache/openwhisk-pluggable-provider,,,,,
apache/openwhisk-composer-python,,,,,
apache/openwhisk-composer,0.12.0,2020-01-13 19:11:47+00:00,2020-01-13 19:11:47+00:00,0.12.0,https://github.com/apache/openwhisk-composer/releases/tag/0.12.0
apache/openwhisk-runtime-ballerina,,,,,
apache/openwhisk-runtime-ruby,2.6@1.17.0,2021-08-04 13:48:41+00:00,2021-08-11 15:27:57+00:00,1.17.0,https://github.com/apache/openwhisk-runtime-ruby/releases/tag/2.6%401.17.0
apache/openwhisk-runtime-docker,dockerskeleton@1.14.0,2020-02-07 17:22:34+00:00,2020-02-11 20:36:18+00:00,1.14.0,https://github.com/apache/openwhisk-runtime-docker/releases/tag/dockerskeleton%401.14.0
apache/openwhisk-runtime-php,8.0@1.17.0,2021-08-04 13:48:17+00:00,2021-08-11 15:23:28+00:00,1.17.0,https://github.com/apache/openwhisk-runtime-php/releases/tag/8.0%401.17.0
apache/openwhisk-runtime-swift,5.4@1.17.0,2021-08-04 13:46:20+00:00,2021-08-11 15:30:27+00:00,1.17.0,https://github.com/apache/openwhisk-runtime-swift/releases/tag/5.4%401.17.0
apache/openwhisk-deploy-mesos,,,,,
apache/openwhisk-client-go,1.2.0,2021-03-11 18:53:14+00:00,2021-03-15 19:12:40+00:00,1.2.0,https://github.com/apache/openwhisk-client-go/releases/tag/1.2.0
apache/openwhisk-package-cloudant,2.0.0-incubating,2019-03-20 21:17:58+00:00,2019-04-01 16:53:51+00:00,2.0.0-incubating,https://github.com/apache/openwhisk-package-cloudant/releases/tag/2.0.0-incubating
apache/openwhisk-wskdeploy,latest,2021-04-07 14:56:55+00:00,2021-03-24 17:03:30+00:00,1.2.0,https://github.com/apache/openwhisk-wskdeploy/releases/tag/1.2.0
apache/openwhisk-package-pushnotifications,,,,,
